user_id,game_id,voted_up,playtime_at_review
76561198250503496,704270,1,1977.0
76561199178539670,704270,0,1277.0
76561198862462088,704270,0,476.0
76561199228378166,704270,0,90.0
76561198271767853,704270,1,2470.0
76561198046702677,704270,0,764.0
76561198309630516,365670,1,10.0
76561198328832252,365670,1,13547.0
76561198194251763,365670,1,13.0
76561198044849755,417860,1,85.0
76561198093348438,417860,1,32.0
76561198366445194,417860,1,83.0
76561198128410932,417860,0,38.0
76561198310998430,417860,1,36.0
76561198332509368,417860,1,45.0
76561198062506049,255710,1,2832.0
76561198117195910,255710,0,2567.0
76561199045489413,255710,0,50288.0
76561199416555291,255710,1,2304.0
76561199349093341,255710,1,14288.0
76561198845176202,255710,1,6698.0
76561199378994803,255710,1,5579.0
76561197970839551,255710,1,8075.0
76561199015619291,255710,1,17191.0
76561198143863845,255710,1,2626.0
76561199090602379,255710,1,16660.0
76561199876626710,255710,1,58.0
76561199176339991,255710,1,3560.0
76561198104039333,255710,1,5460.0
76561198738208099,255710,1,2905.0
76561198277508563,238320,1,51.0
76561199282577665,238320,1,3188.0
76561199243863672,238320,1,210.0
76561199730731082,238320,1,602.0
76561199779622699,238320,1,173.0
76561198376707080,238320,1,15883.0
76561199434122619,238320,1,256.0
76561199404920925,238320,1,373.0
76561199569794266,238320,1,789.0
76561197971466767,238320,1,1088.0
76561199506930193,238320,1,389.0
76561199817500927,238320,1,378.0
76561198234546328,238320,1,413.0
76561199465983052,238320,1,1261.0
76561198371353249,238320,1,583.0
76561198119155980,238320,1,1270.0
76561199061363392,238320,1,2143.0
76561198152441410,238320,1,161.0
76561198870570581,238320,1,4298.0
76561199229387208,238320,1,47.0
76561199223804356,238320,1,230.0
76561199237902199,238320,1,182.0
76561198943269564,238320,1,1459.0
76561199476187979,238320,1,226.0
76561199153742420,238320,1,867.0
76561199530357161,238320,1,404.0
76561199025136218,238320,1,61.0
76561198305209331,238320,1,686.0
76561199787242007,238320,1,170.0
76561199206648504,238320,1,359.0
76561199345346255,238320,1,767.0
76561197978760514,219990,1,1223.0
76561198266492897,219990,1,783.0
76561198154090986,219990,1,1834.0
76561198281640468,219990,1,7179.0
76561198031609670,219990,1,831.0
76561198171631489,219990,1,13950.0
76561199555607935,219990,1,1563.0
76561199544960113,219990,1,918.0
76561198038934422,219990,1,511.0
76561199853717772,851850,1,1230.0
76561199291916211,851850,1,1029.0
76561198427911257,851850,1,137.0
76561198376707080,851850,1,4847.0
76561198025954433,851850,0,4416.0
76561198307549834,851850,0,773.0
76561198402542632,851850,1,2963.0
76561198126217900,851850,1,2310.0
76561198330259689,851850,1,3581.0
76561198328161124,851850,1,3582.0
76561198059707600,851850,1,6411.0
76561198142688039,493520,0,513.0
76561198862462088,493520,1,1967.0
76561198975800584,493520,1,40.0
76561198880021355,493520,1,47.0
76561198077871807,493520,1,450.0
76561198088013797,493520,1,783.0
76561198081748505,493520,1,312.0
76561198863631765,493520,1,5110.0
76561198365592244,493520,1,410.0
76561198190735401,493520,1,1053.0
76561198139279507,493520,1,346.0
76561199184951129,1599600,1,100.0
76561198122681178,1599600,1,3350.0
76561199591802029,1599600,1,5200.0
76561199170344072,1599600,1,198.0
76561198799647412,1599600,1,897.0
76561198027472872,1599600,1,8474.0
76561199093675801,1599600,1,311.0
76561199148718064,2310,1,27.0
76561198765794265,2310,1,316.0
76561199667139143,2310,1,130.0
76561199721478078,2310,1,96.0
76561198112200536,2310,1,4224.0
76561198015795316,2310,1,192.0
76561198045329439,2310,1,362.0
76561198119863034,2310,1,1992.0
76561198281992924,2310,1,3199.0
76561198116309237,532210,1,2563.0
76561198845176202,532210,1,1152.0
76561198000606980,532210,1,1301.0
76561199054297342,532210,1,1563.0
76561199455308459,532210,1,1318.0
76561198089167031,532210,1,1105.0
76561198027013510,532210,0,80.0
76561198399558307,532210,1,1256.0
76561198998061263,532210,1,1639.0
76561198022029462,1611910,0,1667.0
76561198030784368,1611910,0,1031.0
76561198023625437,1611910,0,2739.0
76561198013846220,1611910,1,12384.0
76561197983322408,1611910,1,1306.0
76561198005856913,1611910,1,2731.0
76561199026456425,1250,1,906.0
76561199017441406,1250,1,53.0
76561199741557470,1250,1,115.0
76561198083368484,1250,1,3357.0
76561198079442572,1250,1,1032.0
76561199078301450,1250,1,33.0
76561199699653853,1250,1,211.0
76561198396296552,1250,1,2525.0
76561199234345509,1250,1,345.0
